label_rate,n_labeled,f1_supervised,pr_auc_supervised,f1_semi,pr_auc_semi
0.05,131,0.2827763496143959,0.41344405485092717,0.23268698060941828,0.4106397247117274
0.1,262,0.21082621082621084,0.3873389876095477,0.28078817733990147,0.3964941536742176
0.2,524,0.19314641744548286,0.41893732709921605,0.3283582089552239,0.44672481572542544
